iter	node_index	parent_index	status	ERA_SCORE	S_A	Q_imp	Q_den	imp_pval_spearman	imp_pval_pearson	imp_count_spearman	imp_count_pearson	ece	c_index	peak_auroc	dcr	den_pen	cal_pen	cidx_pen	peak_pen	dcr_pen	n_imp	selected_as_parent_at
11	11	9	ok	-0.170793	-0.14173457367635395	0.34399742632364605	0.49661131068273245	0.500478617219618	0.19183073729375458	0.4945940155857958	0.1890863351954159	0.1460144883634568	0.5927775065104167	0.8228763386055606	3.966680364842491	-0.0	-0.029058195345382717	0.0	0.0	0.0	1000000	16,18
12	12	9	ok	-0.190532	-0.1905322258141383	0.2951997741858617	0.3836097445446829	0.241841633972999	0.15012230148461586	0.5809092615583077	0.20792589972752412	0.0715750612380432	0.6909383138020834	0.807028658701263	4.006737827806429	-0.0	0.0	0.0	0.0	0.0	1000000	-
13	13	9	ok	-0.18483	-0.1643441043399813	0.3213878956600187	0.4398573131367385	0.3579630092180804	0.1498965655222674	0.5646535361213827	0.21303847177834434	0.12458283907818996	0.6456564145149161	0.8214977893959564	4.010357352767507	-0.0	-0.020485535631275982	0.0	0.0	0.0	1000000	17
14	14	9	ok	-0.593585	-0.5004236416025077	-0.01469164160250773	-0.018082834680156507	-0.2553636675864197	-0.09074528585024166	0.2382429189192151	0.04909946810741536	0.09613904779821074	0.5059529622395833	0.5101699580744451	4.000000083093147	-0.0016955965388243885	-0.009108019119284294	0.0	-0.08235761677022198	0.0	1000000	-
15	15	9	ok	-0.507028	-0.4193343238187202	0.0663976761812798	0.14730383324241325	-0.0433114325577845	-0.004794983415260619	0.2646031712884693	0.04909394940969505	0.08736261407130679	0.5069295247395833	0.5108245431144842	3.999998889897907	-0.0	-0.0055974456285227125	0.0	-0.08209578275420633	0.0	1000000	-
16	16	11	ok	-0.161866	-0.1618663591390197	0.3238656408609803	0.4494043391692768	0.31758053006631937	0.23550712398361076	0.5096095782550479	0.23276533113894335	0.056541294463049944	0.6056233723958333	0.7808908829200223	3.4889688002983816	-0.0	0.0	0.0	0.0	0.0	1000000	-
17	17	13	ok	-0.152867	-0.1279666134562732	0.3577653865437268	0.4366541787272509	0.43880434256372247	0.13707509034007812	0.6145026147302983	0.24067949854080825	0.13562115134734967	0.6519879094165814	0.7989944186494514	3.955082754827121	-0.0	-0.02490086053893987	0.0	0.0	0.0	1000000	22
18	18	11	ok	-0.195136	-0.1812880579904813	0.3044439420095187	0.3956830809070715	0.32642472974124265	0.10017399023812773	0.5854011963822044	0.20577585167649975	0.10798834521574548	0.684039306640625	0.8218426767272736	3.952499122715345	-0.0	-0.01384773808629819	0.0	0.0	0.0	1000000	-
19	19	9	ok	-0.157045	-0.1494613378850192	0.3362706621149808	0.4751112955088941	0.40205930832699543	0.22762668531661853	0.628674140682805	0.08672251413350422	0.09232806308190983	0.6519388834635417	0.8222148600459911	3.9741301167706644	-0.0	-0.00758362523276393	0.0	0.0	0.0	1000000	24
20	20	9	ok	-0.096269	-0.07546058447557952	0.4102714155244205	0.4248398264927482	0.5301218129453007	0.30286362122648636	0.615025911612116	0.193074316313779	0.1253891925805897	0.6908040364583333	0.8273391482765667	3.9866385879687787	-0.0	-0.02080807703223588	0.0	0.0	0.0	1000000	21,23,25,43,48,53
21	21	20	ok	-0.170449	-0.16463251243552318	0.3210994875644768	0.413136578302725	0.3604294815249883	0.1070950328687414	0.6076363013624649	0.20923713450171255	0.08790985933998323	0.6564534505208334	0.8101257660357509	3.7952846818527317	-0.0	-0.0058163437359932905	0.0	0.0	0.0	1000000	-
22	22	17	ok	-0.080329	-0.07620403708070711	0.4095279629192929	0.40916086544920777	0.5158202186417403	0.24209357494916145	0.6534700439321294	0.2267280141541404	0.08322259792000304	0.6870764781896117	0.8210812508401779	4.095282090060291	-0.0001835487350425602	-0.003941439168001215	0.0	0.0	0.0	1000000	26,27,28,29,30,45,50,55
23	23	20	ok	-0.432639	-0.31730219888921707	0.1684298011107829	0.2037809573306889	0.3588418330631351	0.0001522823664777019	0.26564078815169145	0.04908430086182734	0.10363488917939295	0.5065144856770833	0.45798834498743124	3.9999993322587093	-0.0	-0.01210635567175718	0.0	-0.10323026200502752	0.0	1000000	-
24	24	19	ok	-0.209497	-0.20648752367817796	0.27924447632182203	0.40683411359562766	0.20172121029379575	0.15063945773526694	0.5520285025841463	0.21258873467407907	0.08089375682301286	0.6396525065104167	0.8160653240571573	3.676967717296843	-0.0	-0.0030099027292051442	0.0	0.0	0.0	1000000	-
25	25	20	ok	-0.157606	-0.13967310734956412	0.3460588926504359	0.3681812923805028	0.41545000966179285	0.1713791733606528	0.6306835702117208	0.16672281736757702	0.11820239498271103	0.6738206417624522	0.8111092012716524	3.97453337656554	-0.0	-0.01793335799308441	0.0	0.0	0.0	1000000	-
26	26	22	ok	-0.080747	-0.06544966354739723	0.42028233645260277	0.4635651706755449	0.4814786991959569	0.22436796813520807	0.6728883267539391	0.3023943517253069	0.11161316096434122	0.661730562434828	0.8172814352828089	3.9904370187150553	-0.0	-0.015297664385736487	0.0	0.0	0.0	1000000	31,33,35,38,40,44,49,54
27	27	22	ok	-0.145693	-0.11539268004233788	0.3703393199576621	0.4132050926413162	0.4197396166072689	0.154064885654729	0.681840139746889	0.22571263782176182	0.1491203178952899	0.7064961066092682	0.7713353593350368	4.001883881985147	-0.0	-0.03030052715811596	0.0	0.0	0.0	1000000	-
28	28	22	ok	-0.113237	-0.09210576860037628	0.3936262313996237	0.46716482250393215	0.4725849407371229	0.21224013887342572	0.6759532581468675	0.21372658784107873	0.12619694374861737	0.6778460823288023	0.8012663399382669	4.485391405979217	-0.0	-0.021131177499446947	0.0	0.0	0.0	1000000	34,42,52
29	29	22	fail	-1000000000.0																		-
30	30	22	ok	-0.113226	-0.09475606177751844	0.39097593822248156	0.4670165632090788	0.43786803481047804	0.20574308231608318	0.6719184890758004	0.24837414668756438	0.11954462550977225	0.6877199866818874	0.8287104562460502	4.003881683306041	-0.0	-0.0184702502039089	0.0	0.0	0.0	1000000	32,37
31	31	26	ok	-0.165469	-0.15175823672353694	0.33397376327646305	0.4140996451908474	0.3533796817597302	0.16585621197074404	0.6269026948369711	0.18975646453840672	0.10764533007977818	0.7263205901015228	0.7961713191450227	4.004348205989614	-0.0	-0.013710532031911271	0.0	0.0	0.0	1000000	-
32	32	30	ok	-0.125321	-0.11034639417332581	0.3753856058266742	0.42845367455438926	0.41315433658404715	0.2059861107574373	0.660608721470856	0.2217932544943564	0.11080621242082901	0.6942470719892078	0.8401676595519063	3.9663128126654703	-0.0	-0.014974884968331603	0.0	0.0	0.0	1000000	39
33	33	26	ok	-0.128399	-0.11056762987284413	0.37516437012715587	0.4361838354051277	0.454636391220822	0.1528130761011688	0.6596850638633026	0.23352294932332993	0.11794761406454395	0.6766080175302913	0.8107106495003435	4.002035751996371	-0.0	-0.017831445625817576	0.0	0.0	0.0	1000000	-
34	34	28	ok	-0.525287	-0.40405748624278703	0.08167451375721295	0.13386079945184895	0.0328434378843167	-0.002440415215194795	0.24719446839734752	0.049100563962382396	0.19026106120843675	0.5008823151950719	0.5298820940561688	3.9999987541538107	-0.0	-0.046756824483374704	0.0	-0.07447276237753249	0.0	1000000	-
35	35	26	ok	-0.114259	-0.08907986497775372	0.3966521350222463	0.40216316500092497	0.4124787171693283	0.20862172901778697	0.688141714135085	0.277366379766785	0.13631698453415356	0.6800510048721072	0.8509239174991732	3.9626437871291924	-0.0	-0.025179193813661422	0.0	0.0	0.0	1000000	36,47
36	36	35	ok	-0.148152	-0.13062510463169508	0.3551068953683049	0.42238870411648066	0.3730239493060799	0.13650384151751283	0.6570518340261287	0.25384795662349835	0.11718500852951753	0.7193437340071648	0.8323385419450295	3.9003771105161897	-0.0	-0.01752640341180701	0.0	0.0	0.0	1000000	-
37	37	30	ok	-0.118236	-0.08305971933571116	0.40267228066428884	0.43315203128976965	0.4774648540167283	0.2110263539344768	0.6964252917346123	0.225772622971338	0.16131017654996613	0.6696613277331996	0.8241059367550668	3.94515954645492	-0.0	-0.03517647061998645	0.0	0.0	0.0	1000000	41
38	38	26	ok	-0.204183	-0.19613634247147216	0.28959565752852784	0.33028662924409813	0.2918674173823208	0.05765896604640755	0.5723278129126466	0.23652843377273647	0.09348601731347027	0.6262765907379518	0.7534614213865557	3.735771959118614	-0.0	-0.008046806925388107	0.0	0.0	0.0	1000000	-
39	39	32	ok	-0.382508	-0.2852643006366705	0.20046769936332945	0.24327556945845297	0.25995893881328447	0.24737676616929075	0.24543373871372623	0.04910135375701645	0.09494218388936379	0.5094880184623166	0.49452889272905715	3.999999999999845	-0.0	-0.008629273555745515	0.0	-0.08861404290837716	0.0	1000000	-
40	40	26	ok	-0.133794	-0.11752293654983048	0.3682090634501695	0.4206202397576746	0.4685426478508592	0.1283809240033737	0.646625754178842	0.2292869277676031	0.11404727032897147	0.656674010905402	0.814795341046899	4.013130684942249	-0.0	-0.016271308131588585	0.0	0.0	0.0	1000000	-
41	41	37	ok	-0.141095	-0.11720211094935112	0.3685298890506489	0.4343918689509293	0.3789749837445714	0.18158679225747765	0.6689789049164734	0.24457887528407293	0.13310098222454866	0.676373929103551	0.8187281685667641	3.9388678856075408	-0.0	-0.023892792889819464	0.0	0.0	0.0	1000000	-
42	42	28	ok	-0.140999	-0.12529031178108685	0.36044168821891315	0.37646060226660605	0.4483602751397582	0.1568459043184225	0.6243533579867298	0.2122072154307421	0.1126402047422344	0.6675835419876733	0.7691860474483123	3.9355963439551855	-0.0	-0.01570848189689376	0.0	0.0	0.0	1000000	-
43	43	20	ok	-0.237056	-0.2175392066082149	0.2681927933917851	0.36931094590919344	0.3354866590485636	0.05463070443444876	0.4813485942150448	0.20130521586908304	0.1221600664913122	0.626682061140285	0.7785883746548967	4.011814509161483	-0.0	-0.019516426596524878	0.0	0.0	0.0	1000000	-
44	44	26	ok	-0.217227	-0.2172269095544973	0.2685050904455027	0.3938717539009633	0.22089559207825357	0.09967389374167192	0.5060909943997322	0.2473598815623531	0.05303368913316477	0.5616549306769922	0.7782906727784641	3.789869917122313	-0.0	0.0	0.0	0.0	0.0	1000000	-
45	45	22	ok	-0.119136	-0.08898926502463728	0.3967427349753627	0.4405744314373484	0.49548573131308626	0.21493175368293857	0.6662493702704408	0.21030408463498515	0.14873489610009213	0.6762839147286822	0.8079399145205648	3.8923801406172953	-0.0	-0.030146358440036852	0.0	0.0	0.0	1000000	46
46	46	45	ok	-0.135543	-0.1068762148018702	0.3788557851981298	0.40483997062070864	0.4602832404058498	0.2104899576382466	0.6625665448066929	0.18208339794172987	0.14503705138314799	0.686928550659085	0.8251083965942083	3.9863109470791147	-0.0	-0.028667220553259196	0.0	0.0	0.0	1000000	-
47	47	35	ok	-0.125804	-0.10464026210059968	0.3810917378994003	0.46512642332146925	0.3772777093645779	0.1890136383444377	0.6492171552551846	0.308858448633401	0.12627731656690644	0.7045733306590966	0.8190552938215708	3.8240097170732437	-0.0	-0.021163326626762576	0.0	0.0	0.0	1000000	-
48	48	20	ok	-0.143126	-0.1413384591569672	0.3443935408430328	0.42567753959948385	0.3991071751389061	0.18616607981249442	0.5948430965000413	0.19745781192068965	0.07783675071972267	0.6566060384114584	0.7992733546609387	4.184374483309378	-0.0	-0.0017871002878890653	0.0	0.0	0.0	1000000	-
49	49	26	ok	-0.12309	-0.09156374347685287	0.39416825652314713	0.44326573833897287	0.5072226109037439	0.15632535911824702	0.634079734729851	0.27904532134074667	0.15218545121756213	0.6057237903225806	0.7959555885088193	3.9870401125020734	-0.0	-0.031526580487024856	0.0	0.0	0.0	1000000	51
50	50	22	ok	-0.135928	-0.12310136361321794	0.36263063638678206	0.4186505898527809	0.35350528109951496	0.18392926259755357	0.6569449428622204	0.2561430589878392	0.10543612606087331	0.6793021389524536	0.8077402538610773	3.960463442590672	-0.0	-0.012826850424349324	0.0	0.0	0.0	1000000	-
51	51	49	ok	-0.115048	-0.1095243319689268	0.3762076680310732	0.4447962403318263	0.44381315210964	0.1524159737309846	0.649143458758135	0.2594580875255332	0.0871793216835649	0.6475528809942255	0.8271241052480539	4.104918275516752	-0.0	-0.0055241286734259605	0.0	0.0	0.0	1000000	58
52	52	28	ok	-0.138954	-0.1295968450208168	0.3561351549791832	0.43543652132328103	0.3922417490646155	0.15109501213917698	0.6339488448183668	0.24725501389457358	0.09676162189026914	0.6960163827207759	0.7976670874790557	3.652717304096211	-0.0	-0.009357048756107655	0.0	0.0	0.0	1000000	-
53	53	20	ok	-0.501685	-0.40954169768910287	0.07619030231089712	0.14914241875681983	0.007733947829748368	-0.00014380338634862195	0.24807120683452086	0.049099857965667834	0.08998957499242556	0.5065470377604167	0.5023266873765578	3.999999850828048	-0.0	-0.006648229996970224	0.0	-0.08549492504937689	0.0	1000000	-
54	54	26	fail	-1000000000.0																		-
55	55	22	ok	-0.110245	-0.10663766676992903	0.37909433323007097	0.42639235034704587	0.45894252129786445	0.19394959749538274	0.6495644714849585	0.21392074264207825	0.08238687794110931	0.6797469407811311	0.806366282822925	3.5683920222612184	-0.0	-0.0036071511764437236	0.0	0.0	0.0	1000000	56,57,59,60
56	56	55	ok	-0.470036	-0.3002174862918974	0.18551451370810262	0.2471381108464193	0.32741566672336303	0.13407798174539048	0.23146328904182645	0.04910111732183055	0.09220737587602075	0.5100342594920795	0.3103570811305504	3.9999996937045688	-0.0	-0.007535350350408299	0.0	-0.16228276754777987	0.0	1000000	-
57	57	55	ok	-0.059895	-0.039741081244554	0.445990918755446	0.5012626525767118	0.5629668879774479	0.34096931399139835	0.673691306739297	0.20633616631364066	0.12375432346446143	0.6848672385620915	0.841698868524743	3.9751547948533257	-0.0	-0.02015412938578457	0.0	0.0	0.0	1000000	61,62,63,64,65
58	58	51	ok	-0.130752	-0.10828968581816922	0.3774423141818308	0.45907843239579915	0.47251322470517526	0.17916308379432344	0.6349876161158057	0.22310533211201874	0.12952524257388695	0.6546427459526775	0.7925280494490878	3.9913446088420192	-0.0	-0.02246249702955478	0.0	0.0	0.0	1000000	-
59	59	55	ok	-0.119258	-0.09165977154318145	0.39407222845681855	0.42452500326039494	0.4679702756193561	0.20042353644326324	0.6794910761042513	0.22840402566040344	0.14236506271010074	0.663562549787573	0.8128966273042985	3.9833474540094747	-0.0	-0.0275984250840403	0.0	0.0	0.0	1000000	-
60	60	55	ok	-0.119522	-0.10985742909290025	0.37587457090709975	0.4083622603072137	0.4537338036767894	0.20344081182987572	0.6439510163623572	0.20237265175937677	0.09752983969150968	0.6288306958050741	0.8292243399203415	4.123475202159306	-0.0	-0.009664335876603869	0.0	0.0	0.0	1000000	-
61	61	57	ok	-0.565452	-0.4766587348911586	0.009073265108841376	0.08194858803063336	-0.14592417968302127	-0.1157967128693083	0.24891265093230053	0.04910130205539453	0.07928933389886192	0.5128777472527473	nan	3.999999919276131	-0.0	-0.002368133559544766	0.0	-0.08642560000000002	0.0	1000000	-
62	62	57	ok	-0.21057	-0.10195623772230789	0.3837757622776921	0.47083001390115303	0.49933338835243435	0.2696181655040702	0.5711359726802132	0.19501552257405072	0.12883917519994137	0.7157217086283766	nan	4.01547806837297	-0.0	-0.022188070079976547	0.0	-0.08642560000000002	0.0	1000000	-
63	63	57	ok	-0.049934	-0.045551677620802644	0.44018032237919735	0.5084682369896696	0.5285208624088458	0.35581982982797455	0.6624499823418504	0.2139306149381185	0.08432585909095829	0.754914868182993	0.8356459441551579	4.064116454305344	-0.0	-0.004382743636383313	0.0	0.0	0.0	1000000	66,67,68,69,70
64	64	57	ok	-0.598105	-0.49571394667956187	-0.009981946679561886	0.09535689874504491	-0.2397024414980058	-0.11001415465755397	0.2606874142950187	0.04910139514229355	0.08892011422309629	0.511647974063043	0.4756386884278358	3.9999998943423734	-0.0	-0.006220445689238513	0.0	-0.0961701246288657	0.0	1000000	-
65	65	57	ok	-0.119883	-0.11988311057481343	0.36584888942518656	0.4577000965184117	0.47260244298468723	0.22989205316105954	0.6043604660146752	0.1565405955403243	0.06795946228647279	0.6624311883067577	0.7904742739448486	4.096230106834672	-0.0	0.0	0.0	0.0	0.0	1000000	-
66	66	63	ok	-0.13612	-0.029723859841414346	0.45600814015858565	0.5409005174324373	0.5670682622093101	0.3502159626317711	0.6914613151713945	0.21528702062186683	0.123295486652143	0.74289548857368	nan	4.002542863541885	-0.0	-0.0199705946608572	0.0	-0.08642560000000002	0.0	1000000	-
67	67	63	ok	-0.121202	-0.12120248630704333	0.36452951369295666	0.4658956455194886	0.40608969683418333	0.24163523973673398	0.5930436886627233	0.21734942953818606	0.05988683773943668	0.6205578674623116	0.8153206251252757	3.712554080511917	-0.0	0.0	0.0	0.0	0.0	1000000	-
68	68	63	ok	-0.115855	-0.11585526893777265	0.36987673106222735	0.49223202363223084	0.43031930634341725	0.2606432686087245	0.5875931646109686	0.20095118468579923	0.032080915972943616	0.6469092537942664	0.8257730049456176	4.029730393399409	-0.0	0.0	0.0	0.0	0.0	1000000	-
69	69	63	ok	-0.162937	-0.15278298610656982	0.3329490138934302	0.4396043405027583	0.28004744777370805	0.18345212184557197	0.6184640022587264	0.24983248369571426	0.0987548142442266	0.6472706595905989	0.7579521293707502	3.7515309077277395	-0.0	-0.010154325697690637	0.0	0.0	0.0	1000000	-
70	70	63	ok	-0.031521	-0.03152100742008451	0.4542109925799155	0.560879379815006	0.5885606488461248	0.36083192680238	0.6194174991419785	0.24803389552917862	0.06587445231796082	0.6355719339622642	0.7472819134603383	4.118708346483489	-0.0	0.0	0.0	0.0	0.0	1000000	71,72,73,74,75,79
71	71	70	ok	-0.102612	-0.1026120654685066	0.3831199345314934	0.46661053157840926	0.46395596881843076	0.28940420264540573	0.5719683461983834	0.20715122046375353	0.04782239515328637	0.6259254807692308	0.7868820862038233	3.935083010727744	-0.0	0.0	0.0	0.0	0.0	1000000	77
72	72	70	ok	-0.079204	-0.07920401453923137	0.4065279854607686	0.5272683493435025	0.48546895783812255	0.2888260778142676	0.6280123979059341	0.22380450828475024	0.03777513677210178	0.6898110741444867	0.7907780700294731	4.1558553086160845	-0.0	0.0	0.0	0.0	0.0	1000000	76,78,80
73	73	70	ok	-0.238111	-0.1467033104779621	0.3390286895220379	0.4304761985259996	0.4130904785254764	0.21051995773542442	0.5999532670112069	0.1325510548160439	0.08582344184328354	0.6074615271993753	nan	3.9656037382780203	-0.0	-0.0049817767373134154	0.0	-0.08642560000000002	0.0	1000000	-
74	74	70	ok	-0.1496	-0.06317444322955784	0.42255755677044216	0.499140742292894	0.5009694943254935	0.3301249323694491	0.6397076329830991	0.21942816740372692	0.059671251573501005	0.6810736852182793	nan	4.323670711901153	-0.0	0.0	0.0	-0.08642560000000002	0.0	1000000	-
75	75	70	ok	-0.633113	-0.5292963147216049	-0.043564314721604894	0.06582143609009763	-0.31754644026378337	-0.15422318216539177	0.24841215430135402	0.04910020924140154	0.038559314073801546	0.519146180725846	0.45652244082982535	3.999999999999959	-0.0	0.0	0.0	-0.10381662366806987	0.0	1000000	-
76	76	72	ok	-0.12461	-0.12461007482423386	0.36112192517576613	0.4315923912994126	0.414343817371204	0.22492956326408825	0.619594592377443	0.18561972769032928	0.04427349857272791	0.6874406795747912	0.79998044133868	3.974320648680797	-0.0	0.0	0.0	0.0	0.0	1000000	-
77	77	71	ok	-0.112247	-0.09925177175016864	0.38648022824983136	0.48685984578241015	0.4301850154159753	0.2779000317048783	0.6582932101054887	0.17954265577298303	0.10585723388521591	0.7188881385068763	0.7648562473360492	4.002310112519348	-0.0	-0.012995293554086363	0.0	0.0	0.0	1000000	85
78	78	72	ok	-0.113283	-0.1132832358973292	0.3724487641026708	0.44521812749447937	0.40204115965603704	0.2380119706645638	0.6193405737115146	0.23040135237856782	0.011513663233518975	0.6953044500257599	0.758869284028248	3.193322095898395	-0.0	0.0	0.0	0.0	0.0	1000000	-
79	79	70	ok	-0.048302	-0.04632733300564201	0.439404666994358	0.5720141288308969	0.5217078778598849	0.2994307739715729	0.6607412657383331	0.27573875040764095	0.0783062870005675	0.7071494997434582	0.7929267984538284	3.8066879299947955	-0.0	-0.0019749148002270013	0.0	0.0	0.0	1000000	81,82,83,84
80	80	72	ok	-0.436708	-0.278177723153639	0.207554276846361	0.29714770527241285	0.004898759691311735	-0.06264165844272417	0.647698091471205	0.24026191466565142	0.12173210653608564	0.6394627289262419	0.3681016911896588	4.024906910047794	-0.0	-0.019345242614434256	0.0	-0.1391849235241365	0.0	1000000	-
81	81	79	ok	-0.096366	-0.07454528414805717	0.41118671585194283	0.5200520103801104	0.47438074277216014	0.25126768367541125	0.6668195774256421	0.25227885953455803	0.1269772765305491	0.7481834937850353	0.768729569950032	2.981153075463481	-0.0	-0.021443310612219643	0.0	0.0	-0.0003769384907303763	1000000	89
82	82	79	ok	-0.092556	-0.09014571567378338	0.3955862843262166	0.5111326621824506	0.4807015653982294	0.23765561679364564	0.6401488329442157	0.2238391221687756	0.07939557292418103	0.6515528524569076	0.7542476756758772	3.8073082755924372	-0.0	-0.0024106291696724125	0.0	0.0	0.0	1000000	88
83	83	79	ok	-0.104522	-0.10452203931557574	0.38120996068442425	0.49993075064217374	0.4593002663401921	0.2448860201320899	0.6055425246890077	0.21511103157640743	0.06340120080141845	0.6510996290408055	0.7532923330539764	3.6295306787071575	-0.0	0.0	0.0	0.0	0.0	1000000	-
84	84	79	ok	-0.117697	-0.09337027707915735	0.39236172292084265	0.4957071533007039	0.45142964646463307	0.18657579917770614	0.6664291353762555	0.2650123106647759	0.12507890987190776	0.7308625129567246	0.7069565978283873	3.8672729847719025	-0.0	-0.020683963948763102	0.0	-0.0036429608686451066	0.0	1000000	-
85	85	77	ok	-0.050114	-0.0391911936738894	0.4465408063261106	0.5477471078966746	0.5199031942044455	0.3356663365284078	0.6517150425178442	0.27887865205374496	0.10067681629278362	0.6787773607091172	0.7737274190491026	3.9838978973049133	-0.0	-0.010923126517113448	0.0	0.0	0.0	1000000	86,87,90
86	86	85	ok	-0.079558	-0.07708645148576099	0.408645548514239	0.49241622964426646	0.5448395858591877	0.29739996076529873	0.6349244166127931	0.1574182308196766	0.07954768224582925	0.7264798382135826	0.7873283529548132	3.973366057857151	-0.0	-0.0024714728983317004	0.0	0.0	0.0	1000000	92
87	87	85	ok	-0.100545	-0.09276415221985546	0.39296784778014454	0.4077607795698365	0.4413602287361337	0.30077179536265913	0.5740218627506639	0.25571750427112144	0.09282166682672192	0.6245600266362252	0.7925031688521835	3.6712083445103216	-0.0	-0.007781066730688769	0.0	0.0	0.0	1000000	-
88	88	82	ok	-0.079826	-0.07322843592536732	0.4125035640746327	0.47381444145290263	0.4856240823180021	0.2602269346515167	0.643514039629876	0.26064919969913597	0.08986336710123548	0.6755989133119289	0.7516547356080864	3.673022102389975	-0.0	-0.00659774684049419	0.0	0.0	0.0	1000000	93
89	89	81	ok	-0.095251	-0.08171392501655583	0.40401807498344416	0.4848589523601631	0.514918267449639	0.22515803885232474	0.6757011050528419	0.20029488857897113	0.10721238248712947	0.720124530075188	0.7548644126037648	3.4418655894164027	-0.0	-0.013537352994851787	0.0	0.0	0.0	1000000	95
90	90	85	ok	-0.064724	-0.06472394208909027	0.4210080579109097	0.5037933126758308	0.5321823252086622	0.2712365922119356	0.6254782512959296	0.2551350629271116	0.05287297684143201	0.668982969151671	0.7792637791343731	4.1330906596430355	-0.0	0.0	0.0	0.0	0.0	1000000	91,94,100
91	91	90	ok	-0.115956	-0.11595553562046629	0.3697764643795337	0.534280194966022	0.47728506860452263	0.2944422211912547	0.5790464021998428	0.12833216552251478	0.03464552156372633	0.6525732935591481	0.766520772916609	3.9879685351719156	-0.0	0.0	0.0	0.0	0.0	1000000	-
92	92	86	ok	-0.073994	-0.0643293565854346	0.4214026434145654	0.49156513067245533	0.49843969398716287	0.33192196505124033	0.6255695677635268	0.2296793468563316	0.09753061272834553	0.7564168294270833	0.8260717143643416	4.050898740963719	-0.0	-0.009664645091338209	0.0	0.0	0.0	1000000	97,99
93	93	88	ok	-0.100701	-0.0901103730376917	0.3956216269623083	0.49986339667277846	0.4972194806254418	0.2238436900308837	0.6395726128557914	0.2218507243371164	0.09984457826717116	0.7380899394052973	0.7414961692075971	3.7636198580126807	-0.0	-0.010590231306868465	0.0	0.0	0.0	1000000	-
94	94	90	ok	-0.065349	-0.06500901284957272	0.4207229871504273	0.48838314083853657	0.4979022094557917	0.30473655724772053	0.6408107007694394	0.2394424811287575	0.0742192924407931	0.6973801662032356	0.797929636703931	3.884481499312797	-0.0	-0.0003401169763172396	0.0	0.0	0.0	1000000	96,98
